athlete_id,date,edad,sexo,estatura_cm,peso_kg,horas_entrenamiento_semanal,intensidad_entrenamiento,tipo_disciplina,antecedentes_lesiones_previas,tiempo_desde_ultima_lesion_dias,fatiga_autoreportada,sueno_horas,dolor_actual,flexibilidad,fuerza_muscular,estabilidad_equilibrio,riesgo_lesion
5,2023-05-15,13,1,165.5,66.8,14.7,3,0,0,9999,3.0,7.0,2.0,3,3,4,0
5,2023-05-22,13,1,165.5,66.8,5.9,3,0,1,66,5.0,7.6,3.0,2,3,2,0
5,2023-05-29,13,1,165.5,66.8,6.6,2,0,1,546,5.0,6.9,0.0,3,3,3,0
5,2023-06-05,13,1,165.5,66.8,10.2,4,0,0,9999,5.0,7.6,2.0,2,2,4,0
5,2023-06-12,13,1,165.5,66.8,4.3,1,1,1,691,3.0,9.5,3.0,2,4,3,0
5,2023-06-19,13,1,165.5,66.8,9.3,3,1,0,9999,5.0,7.2,3.0,3,4,1,0
5,2023-06-26,13,1,165.5,66.8,11.6,1,0,1,201,2.0,8.7,0.0,5,2,3,0
5,2023-07-03,13,1,165.5,66.8,7.1,1,0,0,9999,3.0,8.8,0.0,3,3,3,0
5,2023-07-10,13,1,165.5,66.8,11.1,2,2,1,291,3.0,6.8,2.0,1,3,3,0
5,2023-07-17,13,1,165.5,66.8,8.9,1,0,1,513,3.0,7.1,4.0,2,3,3,0
5,2023-07-24,13,1,165.5,66.8,5.8,3,0,0,9999,3.0,9.2,1.0,5,3,3,0
6,2023-07-08,18,0,163.7,67.2,7.4,1,0,0,9999,3.0,7.0,1.0,5,4,2,0
6,2023-07-15,18,0,163.7,67.2,6.9,4,0,0,9999,2.0,7.9,0.0,1,1,4,0
6,2023-07-22,18,0,163.7,67.2,7.7,1,0,0,9999,5.0,10.2,1.0,5,3,2,0
6,2023-07-29,18,0,163.7,67.2,8.5,1,0,1,278,3.0,9.1,0.0,5,2,3,0
6,2023-08-05,18,0,163.7,67.2,9.8,3,0,1,302,4.0,8.1,1.0,2,1,4,0
6,2023-08-12,18,0,163.7,67.2,9.5,4,0,0,9999,4.0,8.9,0.0,3,3,3,0
6,2023-08-19,18,0,163.7,67.2,1.0,3,0,0,9999,4.0,7.9,1.0,3,2,3,0
6,2023-08-26,18,0,163.7,67.2,7.7,4,0,0,9999,4.0,9.1,0.0,2,2,4,0
6,2023-09-02,18,0,163.7,67.2,3.5,2,0,0,9999,3.0,5.7,3.0,2,3,4,0
6,2023-09-09,18,0,163.7,67.2,7.2,4,0,0,9999,6.0,7.8,0.0,2,5,3,0
6,2023-09-16,18,0,163.7,67.2,7.6,1,0,0,9999,5.0,5.7,0.0,5,3,4,0
6,2023-09-23,18,0,163.7,67.2,10.9,2,1,0,9999,4.0,8.2,2.0,4,2,2,0
6,2023-09-30,18,0,163.7,67.2,7.9,3,1,0,9999,3.0,7.7,0.0,2,3,3,0
6,2023-10-07,18,0,163.7,67.2,8.8,3,0,0,9999,3.0,9.5,5.0,3,3,3,0
6,2023-10-14,18,0,163.7,67.2,10.4,5,0,0,9999,4.0,8.8,3.0,3,2,4,0
6,2023-10-21,18,0,163.7,67.2,11.7,1,1,0,9999,6.0,7.4,1.0,3,2,3,0
6,2023-10-28,18,0,163.7,67.2,7.6,5,0,1,829,1.0,7.6,2.0,4,2,3,0
6,2023-11-04,18,0,163.7,67.2,8.3,3,0,0,9999,4.0,8.4,0.0,3,3,1,0
6,2023-11-11,18,0,163.7,67.2,8.0,3,1,1,702,5.0,7.4,3.0,2,3,3,0
6,2023-11-18,18,0,163.7,67.2,6.4,1,2,0,9999,1.0,8.0,2.0,2,3,3,0
7,2023-01-21,17,1,170.9,58.0,5.7,2,0,1,138,3.0,9.4,1.0,3,5,4,0
7,2023-01-28,17,1,170.9,58.0,1.2,5,0,0,9999,2.0,7.1,2.0,3,2,1,0
7,2023-02-04,17,1,170.9,58.0,4.8,3,2,1,634,4.0,7.5,2.0,3,5,1,0
7,2023-02-11,17,1,170.9,58.0,2.7,3,0,1,132,3.0,7.7,0.0,3,3,3,0
7,2023-02-18,17,1,170.9,58.0,11.8,5,2,0,9999,3.0,11.0,2.0,4,2,3,0
7,2023-02-25,17,1,170.9,58.0,8.6,2,0,1,382,3.0,8.7,3.0,3,5,2,0
7,2023-03-04,17,1,170.9,58.0,7.6,3,0,0,9999,5.0,9.2,2.0,5,3,2,0
7,2023-03-11,17,1,170.9,58.0,5.8,3,0,0,9999,4.0,8.8,1.0,2,3,5,0
7,2023-03-18,17,1,170.9,58.0,8.1,2,2,0,9999,4.0,8.9,2.0,5,2,3,0
7,2023-03-25,17,1,170.9,58.0,5.5,2,2,1,353,4.0,8.5,4.0,2,2,1,0
7,2023-04-01,17,1,170.9,58.0,8.5,3,0,1,174,4.0,8.4,3.0,3,5,1,0
7,2023-04-08,17,1,170.9,58.0,8.7,3,1,0,9999,3.0,6.4,0.0,3,3,1,0
7,2023-04-15,17,1,170.9,58.0,5.4,4,0,0,9999,6.0,8.4,2.0,2,5,3,0
7,2023-04-22,17,1,170.9,58.0,5.4,1,1,1,161,2.0,7.9,2.0,5,3,4,0
7,2023-04-29,17,1,170.9,58.0,10.9,5,1,1,122,1.0,8.6,3.0,2,2,4,0
7,2023-05-06,17,1,170.9,58.0,7.8,1,0,1,302,1.0,7.9,1.0,3,2,3,0
7,2023-05-13,17,1,170.9,58.0,5.7,3,0,0,9999,1.0,8.8,1.0,4,3,4,0
7,2023-05-20,17,1,170.9,58.0,6.9,3,2,0,9999,5.0,9.0,0.0,2,2,4,0
7,2023-05-27,17,1,170.9,58.0,5.0,2,2,0,9999,4.0,4.8,0.0,5,3,3,0
7,2023-06-03,17,1,170.9,58.0,7.8,2,0,0,9999,5.0,7.5,3.0,3,2,3,0
8,2023-04-13,21,0,167.7,53.6,10.5,4,0,0,9999,2.0,6.0,2.0,5,4,2,0
8,2023-04-20,21,0,167.7,53.6,7.9,4,2,0,9999,5.0,8.3,1.0,3,4,2,1
8,2023-04-27,21,0,167.7,53.6,15.1,2,0,0,9999,4.0,7.7,4.0,3,2,3,0
8,2023-05-04,21,0,167.7,53.6,9.3,3,0,0,9999,4.0,9.5,3.0,2,4,4,0
8,2023-05-11,21,0,167.7,53.6,8.7,3,0,0,9999,4.0,8.2,0.0,4,4,3,0
8,2023-05-18,21,0,167.7,53.6,5.3,1,2,0,9999,2.0,7.5,3.0,1,3,2,0
8,2023-05-25,21,0,167.7,53.6,7.3,3,0,0,9999,7.0,9.0,0.0,3,3,1,0
8,2023-06-01,21,0,167.7,53.6,5.7,4,0,0,9999,5.0,7.6,2.0,1,3,3,0
8,2023-06-08,21,0,167.7,53.6,1.5,3,0,0,9999,3.0,7.5,2.0,2,4,3,0
8,2023-06-15,21,0,167.7,53.6,10.9,5,2,0,9999,2.0,8.4,3.0,1,2,4,0
8,2023-06-22,21,0,167.7,53.6,6.5,1,1,1,127,3.0,9.8,2.0,5,3,4,1
8,2023-06-29,21,0,167.7,53.6,5.7,3,1,0,9999,4.0,8.9,1.0,3,2,4,0
8,2023-07-06,21,0,167.7,53.6,8.6,3,0,1,787,5.0,8.6,1.0,3,3,3,0
8,2023-07-13,21,0,167.7,53.6,9.5,3,2,0,9999,2.0,11.0,6.0,4,1,4,0
8,2023-07-20,21,0,167.7,53.6,7.0,3,1,1,41,4.0,7.2,1.0,3,3,3,0
8,2023-07-27,21,0,167.7,53.6,8.0,2,1,0,9999,1.0,7.2,2.0,1,3,2,0
8,2023-08-03,21,0,167.7,53.6,10.2,4,2,0,9999,4.0,8.2,0.0,3,2,3,1
8,2023-08-10,21,0,167.7,53.6,6.9,4,0,1,494,3.0,9.7,0.0,5,2,3,0
8,2023-08-17,21,0,167.7,53.6,8.9,2,1,0,9999,6.0,7.0,2.0,2,3,3,0
8,2023-08-24,21,0,167.7,53.6,3.0,4,2,0,9999,1.0,9.9,0.0,3,4,3,0
9,2023-05-02,12,0,161.8,56.2,4.3,3,1,0,9999,6.0,6.4,2.0,3,3,3,0
9,2023-05-09,12,0,161.8,56.2,9.8,4,0,0,9999,1.0,7.9,0.0,2,2,2,0
9,2023-05-16,12,0,161.8,56.2,4.1,2,0,1,257,2.0,8.2,0.0,5,2,3,0
9,2023-05-23,12,0,161.8,56.2,8.7,2,1,1,405,1.0,7.0,0.0,2,4,3,0
9,2023-05-30,12,0,161.8,56.2,7.6,3,0,0,9999,4.0,7.3,4.0,1,3,1,0
9,2023-06-06,12,0,161.8,56.2,6.9,3,0,0,9999,2.0,8.9,2.0,5,2,3,0
9,2023-06-13,12,0,161.8,56.2,5.5,3,2,1,842,1.0,9.6,0.0,3,4,2,0
9,2023-06-20,12,0,161.8,56.2,10.7,3,0,1,485,4.0,5.7,3.0,2,2,4,0
9,2023-06-27,12,0,161.8,56.2,13.2,1,0,0,9999,4.0,8.2,3.0,2,1,3,0
9,2023-07-04,12,0,161.8,56.2,8.9,3,1,0,9999,4.0,7.9,1.0,5,2,2,0
9,2023-07-11,12,0,161.8,56.2,9.0,3,0,0,9999,3.0,8.1,3.0,2,2,3,0
9,2023-07-18,12,0,161.8,56.2,6.0,3,0,1,544,6.0,7.7,3.0,3,3,3,0
9,2023-07-25,12,0,161.8,56.2,4.4,2,0,0,9999,4.0,6.6,3.0,2,3,2,0
9,2023-08-01,12,0,161.8,56.2,7.9,1,0,0,9999,5.0,9.7,0.0,5,4,4,0
9,2023-08-08,12,0,161.8,56.2,5.1,4,0,0,9999,4.0,9.3,0.0,4,3,3,0
9,2023-08-15,12,0,161.8,56.2,2.7,2,0,1,177,2.0,7.9,0.0,3,3,2,0
9,2023-08-22,12,0,161.8,56.2,10.4,1,0,1,416,4.0,7.5,0.0,3,3,4,0
9,2023-08-29,12,0,161.8,56.2,10.6,1,0,0,9999,3.0,7.3,1.0,5,3,2,0
9,2023-09-05,12,0,161.8,56.2,5.4,3,0,0,9999,3.0,5.2,1.0,5,1,5,0
9,2023-09-12,12,0,161.8,56.2,8.7,3,2,1,467,4.0,8.4,1.0,4,3,3,0
10,2023-08-03,17,0,166.0,59.2,11.0,3,0,0,9999,1.0,8.9,4.0,4,5,4,0
10,2023-08-10,17,0,166.0,59.2,8.6,2,1,0,9999,1.0,8.2,1.0,2,3,3,0
10,2023-08-17,17,0,166.0,59.2,4.4,4,0,1,66,5.0,7.9,1.0,2,3,2,0
10,2023-08-24,17,0,166.0,59.2,7.3,2,1,0,9999,3.0,8.1,0.0,4,1,4,0
10,2023-08-31,17,0,166.0,59.2,12.0,4,1,0,9999,3.0,7.1,5.0,4,4,2,0
10,2023-09-07,17,0,166.0,59.2,8.7,3,0,0,9999,4.0,7.5,0.0,5,5,3,0
10,2023-09-14,17,0,166.0,59.2,9.6,3,0,0,9999,3.0,7.8,0.0,1,4,2,0
10,2023-09-21,17,0,166.0,59.2,9.0,2,0,1,896,4.0,8.8,2.0,3,2,2,0
10,2023-09-28,17,0,166.0,59.2,5.4,1,1,0,9999,3.0,9.5,2.0,3,5,3,0
10,2023-10-05,17,0,166.0,59.2,6.1,3,0,0,9999,4.0,7.7,4.0,4,1,4,0
10,2023-10-12,17,0,166.0,59.2,9.0,3,2,0,9999,2.0,6.9,2.0,1,3,3,0
10,2023-10-19,17,0,166.0,59.2,10.5,1,0,0,9999,4.0,8.0,1.0,4,3,1,0
10,2023-10-26,17,0,166.0,59.2,11.3,5,0,1,311,5.0,10.2,3.0,2,4,4,0
10,2023-11-02,17,0,166.0,59.2,5.4,5,0,0,9999,3.0,6.9,3.0,3,4,3,1
10,2023-11-09,17,0,166.0,59.2,9.3,3,2,0,9999,5.0,9.0,0.0,3,4,3,0
10,2023-11-16,17,0,166.0,59.2,11.6,5,0,0,9999,3.0,9.5,3.0,3,4,3,0
10,2023-11-23,17,0,166.0,59.2,5.0,2,1,0,9999,5.0,7.6,1.0,3,3,3,0
10,2023-11-30,17,0,166.0,59.2,12.5,1,0,0,9999,4.0,7.2,1.0,5,4,3,0
10,2023-12-07,17,0,166.0,59.2,12.9,1,0,1,704,3.0,8.6,1.0,2,1,1,0
10,2023-12-14,17,0,166.0,59.2,15.9,3,1,0,9999,4.0,8.4,1.0,3,3,4,0
11,2023-11-27,16,1,168.0,59.1,8.7,1,2,1,511,5.0,8.8,0.0,2,1,3,0
11,2023-12-04,16,1,168.0,59.1,8.7,5,0,0,9999,4.0,10.3,3.0,4,5,3,0
11,2023-12-11,16,1,168.0,59.1,10.5,2,0,0,9999,4.0,8.2,0.0,3,5,2,0
11,2023-12-18,16,1,168.0,59.1,10.4,3,1,0,9999,3.0,6.7,0.0,3,1,3,0
11,2023-12-25,16,1,168.0,59.1,11.4,4,0,0,9999,6.0,8.1,2.0,4,3,2,0
11,2024-01-01,16,1,168.0,59.1,10.4,2,1,1,802,4.0,8.3,1.0,3,3,3,0
11,2024-01-08,16,1,168.0,59.1,7.7,2,0,0,9999,4.0,9.4,3.0,2,3,3,0
11,2024-01-15,16,1,168.0,59.1,11.7,3,0,0,9999,3.0,7.8,2.0,5,3,2,0
11,2024-01-22,16,1,168.0,59.1,4.8,2,1,1,86,5.0,7.6,0.0,3,2,5,0
11,2024-01-29,16,1,168.0,59.1,8.0,2,0,0,9999,3.0,6.5,1.0,3,2,2,0
11,2024-02-05,16,1,168.0,59.1,12.7,2,2,0,9999,1.0,8.6,2.0,3,3,4,0
11,2024-02-12,16,1,168.0,59.1,4.2,3,1,1,237,4.0,11.0,2.0,4,1,2,0
11,2024-02-19,16,1,168.0,59.1,6.0,5,1,0,9999,5.0,7.8,0.0,2,3,3,0
11,2024-02-26,16,1,168.0,59.1,10.0,4,0,1,103,6.0,8.5,1.0,1,3,2,0
11,2024-03-04,16,1,168.0,59.1,9.2,2,2,0,9999,3.0,7.4,0.0,2,4,3,0
11,2024-03-11,16,1,168.0,59.1,5.4,3,1,0,9999,4.0,6.6,0.0,3,3,2,0
11,2024-03-18,16,1,168.0,59.1,6.8,3,0,0,9999,4.0,8.5,0.0,2,4,4,0
11,2024-03-25,16,1,168.0,59.1,4.5,5,0,0,9999,3.0,8.0,2.0,3,2,3,0
11,2024-04-01,16,1,168.0,59.1,10.9,2,0,0,9999,4.0,5.4,0.0,1,2,1,0
11,2024-04-08,16,1,168.0,59.1,7.2,3,2,0,9999,3.0,9.8,2.0,4,5,3,0
12,2023-03-29,16,1,155.9,65.5,13.4,4,2,1,823,5.0,8.5,0.0,3,3,3,0
12,2023-04-05,16,1,155.9,65.5,8.2,5,2,1,78,5.0,8.1,0.0,2,3,4,0
12,2023-04-12,16,1,155.9,65.5,7.3,2,1,0,9999,5.0,7.5,0.0,2,4,3,0
12,2023-04-19,16,1,155.9,65.5,7.0,2,0,0,9999,3.0,8.4,5.0,4,1,3,0
12,2023-04-26,16,1,155.9,65.5,7.3,2,0,0,9999,6.0,8.5,1.0,4,3,3,0
12,2023-05-03,16,1,155.9,65.5,8.3,1,0,0,9999,4.0,8.4,2.0,4,2,4,0
12,2023-05-10,16,1,155.9,65.5,15.5,3,0,0,9999,4.0,9.2,2.0,2,3,3,0
12,2023-05-17,16,1,155.9,65.5,7.0,3,0,0,9999,2.0,9.4,0.0,5,2,3,0
12,2023-05-24,16,1,155.9,65.5,7.1,3,2,0,9999,3.0,10.2,4.0,3,1,4,0
12,2023-05-31,16,1,155.9,65.5,8.2,1,2,1,581,4.0,7.1,1.0,1,3,5,0
12,2023-06-07,16,1,155.9,65.5,11.3,1,0,0,9999,2.0,7.4,0.0,3,4,4,0
12,2023-06-14,16,1,155.9,65.5,3.7,2,1,0,9999,3.0,8.4,0.0,3,5,5,0
12,2023-06-21,16,1,155.9,65.5,9.4,2,0,0,9999,3.0,7.1,1.0,2,3,3,0
12,2023-06-28,16,1,155.9,65.5,5.5,4,0,1,485,4.0,7.3,3.0,5,3,2,0
12,2023-07-05,16,1,155.9,65.5,9.7,2,1,1,284,1.0,8.5,0.0,4,4,2,0
12,2023-07-12,16,1,155.9,65.5,6.5,1,0,1,34,3.0,9.0,6.0,1,3,4,0
12,2023-07-19,16,1,155.9,65.5,1.1,3,2,1,610,3.0,9.4,0.0,5,3,4,0
12,2023-07-26,16,1,155.9,65.5,9.1,3,1,0,9999,3.0,7.8,2.0,3,2,3,0
12,2023-08-02,16,1,155.9,65.5,9.1,3,1,0,9999,5.0,8.5,0.0,3,4,1,0
12,2023-08-09,16,1,155.9,65.5,6.3,4,0,1,127,7.0,8.3,1.0,4,3,3,1
13,2023-04-10,18,0,157.4,71.9,6.1,1,0,0,9999,5.0,8.0,2.0,3,5,4,0
13,2023-04-17,18,0,157.4,71.9,4.1,4,0,0,9999,2.0,7.1,0.0,3,4,2,0
13,2023-04-24,18,0,157.4,71.9,10.3,3,1,1,812,3.0,7.0,4.0,2,3,3,0
13,2023-05-01,18,0,157.4,71.9,10.6,3,2,1,606,4.0,8.7,2.0,3,4,3,0
13,2023-05-08,18,0,157.4,71.9,5.4,5,0,1,356,4.0,7.1,1.0,3,3,2,0
13,2023-05-15,18,0,157.4,71.9,6.4,2,1,1,272,5.0,6.0,2.0,3,1,5,0
13,2023-05-22,18,0,157.4,71.9,7.8,3,0,0,9999,3.0,8.0,0.0,3,3,2,0
13,2023-05-29,18,0,157.4,71.9,14.8,2,0,1,396,3.0,9.6,3.0,3,4,4,1
13,2023-06-05,18,0,157.4,71.9,9.6,3,1,0,9999,6.0,4.9,3.0,3,4,3,0
13,2023-06-12,18,0,157.4,71.9,5.2,4,1,0,9999,4.0,7.7,2.0,3,3,1,0
13,2023-06-19,18,0,157.4,71.9,8.9,4,0,0,9999,2.0,8.7,2.0,2,3,4,0
13,2023-06-26,18,0,157.4,71.9,3.9,4,0,0,9999,6.0,6.0,0.0,2,1,4,0
13,2023-07-03,18,0,157.4,71.9,10.2,3,0,1,263,1.0,7.8,4.0,3,3,4,0
13,2023-07-10,18,0,157.4,71.9,13.0,2,0,0,9999,1.0,6.7,1.0,1,5,3,0
